year,country,gdp_tier,industry,company_size,num_employees,rd_spend_pct_gdp,internet_penetration_pct,digital_maturity_index,ai_adoption_rate,adoption_level
2023,Mexico,2,Government,Large,31691,1.83,89.4,61.0,45.53,Medium
2022,Nigeria,1,Media & Entertainment,Medium,492,0.72,47.7,59.8,35.68,Medium
2019,South Africa,1,Government,Large,25918,1.36,64.1,45.3,16.33,Low
2024,Egypt,1,Financial Services,Large,21869,1.47,44.8,36.9,72.75,High
2021,South Africa,1,Agriculture,Medium,195,1.16,62.0,53.3,18.32,Low
2018,Brazil,2,Media & Entertainment,Small,13,1.59,63.0,75.6,3.3,Low
2019,Morocco,1,Education,Medium,716,1.67,54.2,43.8,2.13,Low
2019,France,3,Manufacturing,Large,31006,2.63,99.0,89.7,56.76,High
2021,Canada,3,Legal,Small,27,2.64,99.0,95.7,25.68,Low
2024,Japan,3,Gaming,Small,36,2.64,92.0,88.4,71.63,High
2023,Australia,3,Retail,Large,28486,2.67,96.0,94.3,67.41,High
2018,Mexico,2,Media & Entertainment,Large,12183,2.06,72.6,77.3,32.49,Medium
2022,India,1,Automotive,Medium,877,1.63,61.3,43.2,50.72,Medium
2018,India,1,Financial Services,Medium,728,1.84,54.5,50.4,20.46,Low
2025,Brazil,2,Gaming,Small,87,1.91,77.4,67.4,59.64,High
2020,France,3,Financial Services,Large,1705,2.93,99.0,81.9,72.73,High
2019,Canada,3,Media & Entertainment,Large,40687,2.57,99.0,70.5,54.28,Medium
2023,India,1,Automotive,Small,30,0.87,64.6,59.1,53.46,Medium
2022,Israel,3,Government,Medium,437,2.91,99.0,96.3,40.44,Medium
2024,Netherlands,3,Manufacturing,Medium,210,2.82,91.4,93.1,73.95,High
2020,India,1,Manufacturing,Small,60,1.28,74.3,54.3,16.6,Low
2021,Japan,3,Retail,Medium,889,2.78,86.7,90.9,48.64,Medium
2019,Netherlands,3,Education,Small,77,1.98,98.3,87.4,16.82,Low
2023,France,3,Manufacturing,Medium,615,2.82,90.3,76.7,72.3,High
2025,Netherlands,3,Education,Large,34722,2.88,95.0,77.7,92.95,High
2021,Australia,3,Automotive,Large,32322,2.58,99.0,94.9,64.87,High
2024,United States,3,Legal,Small,69,2.88,99.0,97.7,62.1,High
2021,India,1,Agriculture,Small,53,1.64,64.9,35.8,14.61,Low
2025,Mexico,2,Agriculture,Small,23,1.65,75.9,69.8,50.02,Medium
2020,Israel,3,Healthcare,Small,63,2.43,99.0,87.2,39.94,Medium
2022,Japan,3,Government,Small,20,2.66,99.0,89.4,28.66,Low
2019,Canada,3,Education,Medium,456,2.98,96.2,80.6,31.03,Medium
2018,South Korea,3,Healthcare,Large,4465,2.64,95.6,100.0,54.71,Medium
2025,Morocco,1,Media & Entertainment,Small,53,1.29,53.3,57.7,52.2,Medium
2024,Canada,3,Retail,Medium,120,2.27,99.0,93.2,80.87,High
2018,Nigeria,1,Retail,Small,84,1.36,71.2,44.1,2.0,Low
2025,Germany,3,Government,Medium,941,3.3,88.7,72.5,63.62,High
2023,India,1,Technology,Large,22750,0.89,63.2,72.2,91.65,High
2025,Egypt,1,Education,Small,35,1.22,64.4,40.0,45.21,Medium
2023,Japan,3,Legal,Large,42284,3.73,99.0,80.9,61.48,High
2024,China,2,Media & Entertainment,Large,28584,2.38,79.9,74.3,91.95,High
2025,Nigeria,1,Financial Services,Medium,185,1.14,51.9,48.1,47.83,Medium
2025,United States,3,Healthcare,Small,68,3.04,81.9,82.9,86.58,High
2019,Japan,3,Healthcare,Large,48284,2.3,98.0,98.1,61.82,High
2023,Mexico,2,Manufacturing,Medium,560,1.71,69.4,66.8,43.51,Medium
2024,Morocco,1,Healthcare,Small,54,1.24,62.2,52.3,42.45,Medium
2020,Canada,3,Healthcare,Large,21750,2.54,99.0,87.2,64.07,High
2022,South Africa,1,Healthcare,Medium,308,1.12,61.2,68.3,35.63,Medium
2019,Nigeria,1,Government,Medium,166,1.29,46.6,32.4,3.78,Low
2023,Nigeria,1,Education,Medium,722,0.97,52.4,57.6,41.19,Medium
2024,France,3,Education,Large,27295,2.55,99.0,84.8,83.07,High
2021,Israel,3,Automotive,Medium,923,2.97,99.0,90.6,71.54,High
2021,Netherlands,3,Manufacturing,Small,49,2.41,97.6,100.0,40.85,Medium
2019,Brazil,2,Healthcare,Large,26187,1.99,80.4,62.7,33.14,Medium
2025,Morocco,1,Financial Services,Medium,276,1.37,60.6,53.9,53.35,Medium
2021,Netherlands,3,Retail,Small,29,2.46,84.9,82.7,33.98,Medium
2020,Mexico,2,Healthcare,Large,29777,2.15,68.7,85.5,52.46,Medium
2023,Mexico,2,Financial Services,Small,39,2.09,73.8,65.7,42.13,Medium
2019,South Africa,1,Manufacturing,Medium,834,1.7,50.3,62.1,12.62,Low
2019,China,2,Healthcare,Large,10327,1.71,82.0,63.4,70.02,High
2024,France,3,Agriculture,Large,49680,2.87,88.6,63.5,57.61,High
2024,Japan,3,Media & Entertainment,Large,31221,2.33,85.0,96.7,97.0,High
2020,China,2,Gaming,Medium,828,1.18,90.9,82.6,59.41,High
2025,France,3,Legal,Small,13,2.46,90.5,93.9,49.44,Medium
2018,Germany,3,Government,Medium,924,2.23,99.0,78.9,17.29,Low
2019,Germany,3,Government,Small,40,2.14,88.0,85.4,10.03,Low
2023,United States,3,Retail,Small,92,2.65,97.9,86.2,56.3,High
2021,Germany,3,Media & Entertainment,Large,34719,2.6,84.7,76.8,75.2,High
2019,Germany,3,Media & Entertainment,Medium,577,2.25,87.1,94.8,49.69,Medium
2024,India,1,Legal,Large,10380,1.5,52.0,48.9,72.95,High
2023,Israel,3,Manufacturing,Medium,950,2.9,99.0,93.4,78.09,High
2024,South Africa,1,Education,Small,97,1.05,51.0,23.5,41.52,Medium
2023,India,1,Retail,Large,43578,1.6,66.1,49.7,69.05,High
2020,India,1,Media & Entertainment,Large,49577,1.33,52.4,42.9,61.08,High
2023,Singapore,3,Media & Entertainment,Large,22868,2.28,92.9,70.4,93.89,High
2020,Germany,3,Healthcare,Large,18861,2.95,95.1,82.2,74.12,High
2023,France,3,Financial Services,Small,63,2.49,99.0,96.4,65.41,High
2020,Morocco,1,Media & Entertainment,Small,80,1.26,47.0,38.0,5.56,Low
2023,Egypt,1,Media & Entertainment,Large,29205,1.08,62.2,73.3,59.71,High
2023,Morocco,1,Government,Medium,276,1.42,57.5,41.3,35.8,Medium
2018,Brazil,2,Education,Large,43629,2.13,77.2,54.5,9.63,Low
2025,Nigeria,1,Technology,Small,47,0.9,60.4,57.3,50.58,Medium
2023,Nigeria,1,Financial Services,Large,24054,1.56,62.1,62.9,45.84,Medium
2018,China,2,Financial Services,Large,45168,1.21,72.4,74.2,52.24,Medium
2023,United States,3,Media & Entertainment,Medium,891,2.41,94.0,86.2,71.01,High
2025,Australia,3,Legal,Large,16924,2.88,91.5,76.1,79.48,High
2022,Nigeria,1,Media & Entertainment,Large,42013,1.76,54.8,57.4,32.33,Medium
2024,South Africa,1,Agriculture,Medium,278,1.07,67.6,39.1,44.41,Medium
2022,South Korea,3,Gaming,Small,49,2.42,99.0,100.0,51.17,Medium
2021,China,2,Financial Services,Large,47785,2.3,80.1,77.2,69.75,High
2025,Netherlands,3,Legal,Large,10221,2.24,99.0,89.0,90.5,High
2018,South Korea,3,Financial Services,Medium,540,2.87,99.0,94.7,35.01,Medium
2024,Canada,3,Manufacturing,Medium,895,2.15,99.0,100.0,69.82,High
2020,Canada,3,Media & Entertainment,Small,95,2.79,99.0,83.2,23.31,Low
2019,South Korea,3,Retail,Large,17882,2.72,99.0,80.1,52.64,Medium
2018,Brazil,2,Technology,Medium,470,1.57,76.1,83.0,30.36,Medium
2021,United States,3,Legal,Medium,146,2.35,99.0,82.2,44.55,Medium
2019,United States,3,Agriculture,Large,37766,2.71,99.0,82.9,27.94,Low
2018,India,1,Manufacturing,Medium,101,1.53,75.5,44.6,15.83,Low
2018,China,2,Legal,Small,45,2.1,61.2,53.9,9.73,Low
2024,Mexico,2,Media & Entertainment,Large,18368,1.92,71.2,70.0,74.02,High
2019,Mexico,2,Education,Small,42,1.49,86.9,46.2,8.3,Low
2021,Morocco,1,Financial Services,Large,36509,0.94,44.9,69.8,41.5,Medium
2021,Israel,3,Legal,Small,32,3.3,99.0,89.1,37.1,Medium
2023,South Korea,3,Healthcare,Medium,369,2.75,97.4,96.8,72.42,High
2021,United Kingdom,3,Government,Medium,117,2.46,93.2,94.3,28.13,Low
2024,United States,3,Technology,Small,26,2.99,99.0,82.7,85.38,High
2021,France,3,Healthcare,Medium,615,2.64,98.9,88.4,55.97,High
2021,Israel,3,Healthcare,Large,23677,3.2,90.4,100.0,88.73,High
2019,Morocco,1,Financial Services,Large,28088,1.33,56.9,67.2,20.41,Low
2025,Germany,3,Legal,Medium,621,2.72,93.6,82.0,67.04,High
2024,France,3,Healthcare,Small,59,2.76,99.0,88.5,56.43,High
2018,Egypt,1,Media & Entertainment,Small,14,1.61,61.0,77.8,6.14,Low
2021,Japan,3,Healthcare,Medium,275,2.6,99.0,100.0,43.31,Medium
2025,United Kingdom,3,Automotive,Medium,516,2.97,97.9,100.0,91.76,High
2024,United States,3,Gaming,Large,30709,2.85,99.0,96.2,97.0,High
2025,Egypt,1,Legal,Medium,957,1.73,58.3,63.4,55.97,High
2019,Singapore,3,Education,Small,94,2.85,97.8,83.8,23.82,Low
2024,United States,3,Financial Services,Large,15645,2.91,90.9,93.2,97.0,High
2023,Nigeria,1,Gaming,Medium,243,1.43,61.5,46.6,45.12,Medium
2020,Japan,3,Agriculture,Small,25,2.73,99.0,74.4,18.82,Low
2020,Mexico,2,Retail,Small,59,2.17,85.1,79.7,26.8,Low
2018,Japan,3,Financial Services,Small,68,2.42,99.0,96.5,13.73,Low
2019,United Kingdom,3,Healthcare,Medium,638,2.67,89.7,90.8,43.86,Medium
2025,Israel,3,Financial Services,Large,8943,3.04,99.0,84.4,97.0,High
2021,France,3,Media & Entertainment,Large,10305,2.76,99.0,90.8,70.82,High
2021,China,2,Manufacturing,Small,64,1.99,74.4,65.0,33.5,Medium
2020,United States,3,Agriculture,Small,27,2.44,99.0,91.6,6.76,Low
2025,South Korea,3,Automotive,Medium,775,2.91,99.0,100.0,86.39,High
2019,Australia,3,Gaming,Large,21437,2.19,99.0,96.8,59.81,High
2025,South Africa,1,Media & Entertainment,Large,11896,1.04,54.8,56.2,90.06,High
2019,Japan,3,Government,Small,57,2.21,99.0,84.8,4.89,Low
2020,Sweden,3,Media & Entertainment,Large,15691,2.71,96.8,89.7,73.63,High
2018,Germany,3,Education,Medium,109,2.89,99.0,92.2,22.37,Low
2018,Mexico,2,Manufacturing,Large,40342,1.8,78.8,74.3,29.05,Low
2020,Netherlands,3,Healthcare,Medium,579,2.67,99.0,97.3,52.91,Medium
2024,Brazil,2,Gaming,Large,22735,1.59,89.3,87.6,83.11,High
2024,Singapore,3,Media & Entertainment,Medium,495,2.84,99.0,74.8,79.28,High
2019,France,3,Healthcare,Small,66,2.9,99.0,100.0,26.97,Low
2024,Netherlands,3,Healthcare,Large,30808,2.93,99.0,84.1,97.0,High
2022,Canada,3,Gaming,Medium,842,2.48,97.0,94.3,52.4,Medium
2022,Netherlands,3,Healthcare,Large,34755,2.75,87.4,100.0,94.48,High
2019,United States,3,Government,Large,38841,2.85,99.0,75.7,34.48,Medium
2019,Canada,3,Healthcare,Medium,760,2.72,95.8,66.5,35.82,Medium
2023,Australia,3,Healthcare,Small,7,2.71,99.0,86.1,47.44,Medium
2018,China,2,Manufacturing,Large,25967,2.11,76.7,80.0,49.66,Medium
2020,Germany,3,Automotive,Large,5876,2.19,99.0,100.0,69.12,High
2018,Canada,3,Media & Entertainment,Large,44774,2.14,99.0,96.8,52.96,Medium
2021,United States,3,Media & Entertainment,Medium,276,2.5,93.8,88.9,56.21,High
2021,Netherlands,3,Technology,Small,94,2.44,99.0,82.7,46.36,Medium
2018,Israel,3,Education,Large,7368,2.49,95.1,76.3,50.76,Medium
2019,India,1,Manufacturing,Medium,327,1.12,58.2,57.4,14.65,Low
2019,France,3,Manufacturing,Medium,219,1.93,99.0,99.7,29.25,Low
2020,India,1,Retail,Large,18494,1.37,51.1,50.2,47.8,Medium
2023,Netherlands,3,Government,Small,88,3.12,99.0,83.1,38.38,Medium
2018,Nigeria,1,Legal,Large,39394,0.94,61.0,35.5,3.16,Low
2024,Singapore,3,Gaming,Large,21195,2.49,99.0,85.0,97.0,High
2018,Singapore,3,Retail,Medium,867,2.36,96.5,78.9,31.48,Medium
2019,France,3,Healthcare,Large,42849,2.71,99.0,91.2,62.46,High
2019,United States,3,Financial Services,Medium,683,2.25,99.0,85.7,43.66,Medium
2025,Germany,3,Retail,Small,56,2.38,92.8,85.9,73.63,High
2025,Mexico,2,Legal,Large,29970,1.95,76.2,91.5,68.91,High
2019,Morocco,1,Gaming,Medium,851,0.83,46.0,42.6,17.53,Low
2025,Brazil,2,Manufacturing,Large,13010,1.78,85.5,71.6,80.39,High
2024,Nigeria,1,Agriculture,Small,94,1.22,62.2,41.5,33.28,Medium
2020,United Kingdom,3,Healthcare,Medium,851,1.94,99.0,100.0,59.58,High
2022,Netherlands,3,Gaming,Large,31013,2.81,99.0,100.0,97.0,High
2019,India,1,Retail,Medium,143,1.41,63.0,39.5,22.86,Low
2024,France,3,Technology,Medium,362,2.3,99.0,100.0,82.22,High
2020,Nigeria,1,Financial Services,Medium,773,1.2,57.1,60.3,20.17,Low
2019,India,1,Retail,Small,98,1.18,75.3,39.2,19.06,Low
2024,Germany,3,Manufacturing,Large,38097,2.39,86.3,75.0,97.0,High
2024,Morocco,1,Media & Entertainment,Medium,992,1.37,42.5,52.3,47.33,Medium
2025,Singapore,3,Financial Services,Small,71,2.84,95.4,78.4,80.23,High
2018,China,2,Media & Entertainment,Medium,647,2.07,81.2,81.0,35.55,Medium
2020,Germany,3,Legal,Small,15,2.9,97.1,98.9,22.32,Low
2018,Mexico,2,Automotive,Small,60,1.4,71.7,62.6,5.15,Low
2019,Mexico,2,Legal,Small,72,2.39,86.5,63.3,2.0,Low
2018,South Africa,1,Government,Small,93,1.54,75.8,44.6,2.0,Low
2025,China,2,Government,Small,69,1.87,80.0,60.3,61.99,High
2018,Japan,3,Retail,Small,7,2.57,84.3,92.0,12.02,Low
2023,India,1,Healthcare,Medium,623,0.98,54.0,36.0,58.13,High
2025,South Korea,3,Retail,Small,68,2.79,77.6,93.8,62.8,High
2025,Morocco,1,Technology,Medium,723,1.32,66.9,65.7,64.37,High
2022,South Africa,1,Media & Entertainment,Small,51,1.42,62.8,49.5,30.04,Medium
2024,Nigeria,1,Healthcare,Small,63,1.34,57.9,47.5,43.83,Medium
2019,Morocco,1,Legal,Large,15073,1.8,55.4,43.1,2.0,Low
2024,Morocco,1,Education,Large,41229,1.37,51.9,48.5,51.87,Medium
2020,Brazil,2,Gaming,Medium,876,1.96,88.5,75.8,36.85,Medium
2018,Singapore,3,Agriculture,Small,67,2.93,97.7,90.4,6.67,Low
2020,Mexico,2,Technology,Large,41629,1.48,70.7,67.1,47.86,Medium
2023,Brazil,2,Technology,Small,73,2.56,77.7,72.3,51.51,Medium
2024,Mexico,2,Agriculture,Large,4061,1.79,91.8,70.7,49.12,Medium
2024,United Kingdom,3,Government,Large,18573,2.24,92.1,83.0,65.25,High
2018,South Korea,3,Retail,Small,12,2.54,96.1,91.2,2.82,Low
2022,Singapore,3,Technology,Medium,158,2.48,99.0,79.6,69.67,High
2024,India,1,Retail,Large,39809,1.01,54.2,53.1,80.29,High
2022,Germany,3,Gaming,Large,45348,2.65,99.0,84.3,87.5,High
2024,Israel,3,Manufacturing,Large,49529,2.6,99.0,83.0,97.0,High
2019,South Korea,3,Education,Medium,907,2.65,99.0,77.9,25.52,Low
2025,South Africa,1,Financial Services,Medium,151,1.33,64.2,42.2,77.11,High
2023,Japan,3,Automotive,Large,22620,3.0,93.0,89.6,91.22,High
2018,Canada,3,Gaming,Large,44455,2.06,99.0,100.0,60.12,High
2025,Japan,3,Government,Medium,355,2.62,92.7,99.4,60.86,High
2025,United States,3,Government,Medium,573,2.35,97.7,80.5,68.67,High
2025,Singapore,3,Technology,Medium,317,2.37,99.0,100.0,97.0,High
2024,South Korea,3,Retail,Medium,321,2.58,99.0,89.1,80.83,High
2019,Australia,3,Education,Small,46,2.28,99.0,63.8,12.31,Low
2024,Israel,3,Legal,Large,18826,2.12,99.0,75.7,88.3,High
2022,Singapore,3,Agriculture,Medium,232,3.07,99.0,100.0,28.36,Low
2020,France,3,Government,Medium,608,2.28,99.0,94.2,22.68,Low
2020,Mexico,2,Agriculture,Large,2808,1.73,74.0,59.9,16.79,Low
2020,China,2,Agriculture,Large,3028,1.19,88.0,64.0,30.04,Medium
2020,Nigeria,1,Media & Entertainment,Medium,282,0.92,66.0,67.5,20.81,Low
2024,Egypt,1,Government,Medium,534,1.09,68.5,48.6,54.71,Medium
2019,United Kingdom,3,Gaming,Large,40994,2.83,99.0,92.9,72.46,High
2019,Singapore,3,Technology,Medium,210,2.43,96.1,67.8,56.37,High
2023,Mexico,2,Education,Large,33185,1.35,86.1,55.3,50.42,Medium
2021,South Africa,1,Education,Large,17179,1.73,71.2,47.6,42.0,Medium
2019,Brazil,2,Manufacturing,Small,9,2.22,85.1,76.5,12.13,Low
2023,United Kingdom,3,Financial Services,Large,39179,2.54,99.0,85.0,97.0,High
2020,Brazil,2,Legal,Medium,933,1.51,86.0,39.5,19.46,Low
2023,Nigeria,1,Legal,Small,17,1.1,52.2,38.4,33.16,Medium
2019,South Africa,1,Financial Services,Medium,764,1.21,61.2,41.4,26.22,Low
2022,Australia,3,Government,Small,62,2.34,89.9,81.2,19.91,Low
2021,Netherlands,3,Gaming,Small,53,2.96,99.0,100.0,46.75,Medium
2020,Australia,3,Healthcare,Small,46,2.12,95.2,86.6,19.26,Low
2024,Nigeria,1,Manufacturing,Small,62,0.91,75.4,51.3,45.88,Medium
2024,Morocco,1,Manufacturing,Medium,890,0.92,62.0,45.4,42.93,Medium
2018,Germany,3,Automotive,Small,90,2.07,99.0,82.4,31.2,Medium
2018,Sweden,3,Agriculture,Small,72,2.33,96.8,77.4,2.0,Low
2019,Morocco,1,Gaming,Small,36,1.57,72.6,57.1,18.03,Low
2020,United Kingdom,3,Education,Small,99,2.47,94.2,95.0,32.43,Medium
2018,Canada,3,Gaming,Medium,688,1.99,84.3,87.0,41.45,Medium
2023,South Korea,3,Agriculture,Medium,867,2.79,97.0,89.1,39.39,Medium
2021,United Kingdom,3,Manufacturing,Large,19608,2.56,96.8,100.0,84.59,High
2021,Morocco,1,Manufacturing,Large,2899,0.81,65.8,57.3,21.95,Low
2022,Nigeria,1,Legal,Small,96,1.08,49.7,43.9,19.23,Low
2019,United States,3,Manufacturing,Medium,408,2.49,99.0,84.5,41.88,Medium
2022,Germany,3,Agriculture,Small,82,2.44,90.5,82.3,26.69,Low
2020,Netherlands,3,Automotive,Large,12413,2.91,99.0,88.5,79.5,High
2024,India,1,Technology,Medium,136,1.3,61.6,55.7,76.74,High
2025,Netherlands,3,Gaming,Small,26,2.49,89.0,89.1,80.93,High
2020,Brazil,2,Healthcare,Medium,367,2.33,82.3,60.8,28.43,Low
2025,Sweden,3,Gaming,Small,15,2.85,99.0,97.6,85.39,High
2023,Sweden,3,Automotive,Large,23547,2.61,98.9,100.0,90.82,High
2025,Australia,3,Retail,Medium,175,2.95,96.9,77.4,80.29,High
2023,United States,3,Education,Medium,543,2.58,99.0,97.5,54.95,Medium
2021,Germany,3,Legal,Small,85,2.44,99.0,77.7,27.67,Low
2019,United Kingdom,3,Education,Medium,860,2.58,83.8,93.2,26.95,Low
2023,Nigeria,1,Retail,Large,36992,1.41,61.6,41.8,41.71,Medium
2022,France,3,Healthcare,Large,40009,2.36,99.0,96.1,73.16,High
2022,Japan,3,Agriculture,Small,18,2.83,96.4,82.4,18.4,Low
2018,China,2,Technology,Medium,737,2.46,79.9,68.0,39.67,Medium
2022,United States,3,Technology,Large,28332,2.94,93.7,91.3,97.0,High
2019,Morocco,1,Retail,Small,86,1.28,64.1,65.9,3.53,Low
2022,United Kingdom,3,Automotive,Medium,331,2.83,98.4,89.9,61.32,High
2024,Canada,3,Automotive,Large,39995,2.69,99.0,86.8,97.0,High
2020,Nigeria,1,Agriculture,Large,37029,0.28,46.0,37.8,8.05,Low
2022,United States,3,Financial Services,Small,6,2.83,99.0,100.0,47.39,Medium
2022,Mexico,2,Retail,Large,21202,1.97,83.7,68.4,42.2,Medium
2025,South Africa,1,Technology,Small,64,1.78,52.3,53.1,57.34,High
2023,France,3,Technology,Small,7,2.54,99.0,91.7,65.0,High
2023,South Africa,1,Retail,Medium,706,1.24,73.9,48.5,46.01,Medium
2019,Singapore,3,Healthcare,Large,23343,2.54,97.6,100.0,62.9,High
2025,China,2,Financial Services,Small,26,1.35,78.5,77.2,78.61,High
2018,South Korea,3,Retail,Medium,913,2.55,92.0,72.6,28.21,Low
2018,India,1,Media & Entertainment,Medium,244,1.08,64.4,53.7,21.44,Low
2021,Israel,3,Financial Services,Small,53,3.15,99.0,88.3,46.59,Medium
2021,Brazil,2,Gaming,Small,80,1.72,70.6,72.3,34.81,Medium
2020,Australia,3,Media & Entertainment,Medium,754,2.71,99.0,100.0,41.41,Medium
2025,South Africa,1,Healthcare,Medium,731,1.43,64.6,48.2,70.03,High
2019,Sweden,3,Gaming,Large,46179,2.25,99.0,94.2,80.84,High
2024,South Korea,3,Media & Entertainment,Large,2617,2.97,99.0,86.6,97.0,High
2021,Australia,3,Financial Services,Large,28459,2.26,99.0,88.7,80.87,High
2019,Canada,3,Media & Entertainment,Medium,697,2.75,85.3,78.9,47.36,Medium
2022,China,2,Agriculture,Medium,146,1.55,86.5,78.4,31.21,Medium
2022,South Africa,1,Legal,Medium,422,1.71,64.5,57.9,33.68,Medium
2020,United Kingdom,3,Media & Entertainment,Small,89,2.86,99.0,77.6,32.26,Medium
2023,United Kingdom,3,Media & Entertainment,Large,22586,2.68,93.5,91.6,97.0,High
2023,South Africa,1,Government,Small,32,1.22,56.8,32.5,24.25,Low
2022,United States,3,Government,Medium,174,2.17,99.0,82.5,50.45,Medium
2024,Sweden,3,Education,Large,28623,2.29,95.8,91.7,92.99,High
2018,Sweden,3,Technology,Medium,669,2.19,99.0,100.0,46.67,Medium
2018,Israel,3,Retail,Small,56,3.2,87.8,78.6,31.39,Medium
2019,China,2,Technology,Medium,239,2.18,70.2,100.0,55.41,High
2022,Mexico,2,Financial Services,Large,20367,2.15,67.2,79.1,63.65,High
2022,Brazil,2,Healthcare,Large,10435,2.06,76.5,59.1,57.68,High
2018,Germany,3,Manufacturing,Small,73,2.91,99.0,84.6,8.54,Low
2023,United States,3,Healthcare,Large,7559,2.87,99.0,79.5,97.0,High
2024,Netherlands,3,Agriculture,Medium,674,2.99,95.5,87.1,67.5,High
2025,Netherlands,3,Government,Medium,589,2.64,99.0,87.5,64.38,High
2024,Germany,3,Education,Medium,933,2.74,99.0,73.8,67.44,High
2022,Singapore,3,Manufacturing,Small,33,2.92,99.0,100.0,56.99,High
2021,Israel,3,Manufacturing,Small,37,2.36,99.0,96.7,44.59,Medium
2022,South Africa,1,Legal,Large,20471,1.51,66.7,38.1,45.21,Medium
2023,South Korea,3,Healthcare,Large,48800,2.1,99.0,80.8,88.77,High
2020,Canada,3,Technology,Medium,796,2.82,99.0,100.0,59.09,High
2019,United States,3,Education,Small,91,2.41,98.9,84.0,15.04,Low
2023,Morocco,1,Automotive,Medium,425,1.5,80.5,50.0,47.03,Medium
2024,India,1,Technology,Small,59,0.8,51.5,70.3,57.41,High
2022,Singapore,3,Healthcare,Small,21,2.69,99.0,89.2,50.08,Medium
2021,Israel,3,Automotive,Small,43,2.14,99.0,95.9,56.43,High
2021,Sweden,3,Media & Entertainment,Small,78,2.99,93.0,100.0,44.17,Medium
2018,Brazil,2,Automotive,Large,47960,2.07,72.1,90.6,29.66,Low
2023,South Africa,1,Legal,Medium,120,0.9,62.1,47.8,36.42,Medium
2020,United States,3,Legal,Medium,683,2.76,99.0,97.5,41.99,Medium
2019,Egypt,1,Retail,Large,2693,1.32,54.2,57.7,29.53,Low
2022,United States,3,Healthcare,Large,23366,2.93,99.0,100.0,93.8,High
2021,South Korea,3,Healthcare,Large,33782,2.41,93.7,100.0,81.49,High
2021,India,1,Gaming,Medium,105,1.11,69.2,46.6,44.82,Medium
2020,Australia,3,Education,Medium,858,2.62,99.0,89.1,32.09,Medium
2021,India,1,Financial Services,Small,54,1.32,78.6,34.5,35.16,Medium
2021,South Korea,3,Manufacturing,Large,21954,2.45,83.9,77.5,66.7,High
2023,Canada,3,Healthcare,Small,66,2.41,96.0,100.0,56.59,High
2022,United States,3,Manufacturing,Large,23499,2.58,99.0,100.0,79.51,High
2020,Japan,3,Healthcare,Small,21,3.03,99.0,95.5,26.26,Low
2023,Brazil,2,Agriculture,Medium,487,1.42,98.1,68.7,30.4,Medium
2023,France,3,Agriculture,Large,18305,2.41,97.6,91.0,54.59,Medium
2023,France,3,Government,Medium,205,2.91,99.0,93.9,48.49,Medium
2019,South Africa,1,Media & Entertainment,Medium,258,0.92,46.9,60.4,17.7,Low
2018,Israel,3,Gaming,Small,77,2.93,86.5,100.0,35.77,Medium
2019,Japan,3,Retail,Small,52,2.24,99.0,80.7,25.15,Low
2018,China,2,Government,Medium,384,2.1,71.4,78.8,9.14,Low
2019,Morocco,1,Automotive,Medium,642,1.13,68.0,60.4,9.67,Low
2019,South Africa,1,Technology,Large,41080,0.98,49.2,32.7,39.22,Medium
2020,Japan,3,Legal,Large,31697,3.15,99.0,62.9,45.12,Medium
2024,Germany,3,Financial Services,Small,60,2.24,99.0,84.8,68.72,High
2025,Canada,3,Legal,Large,48278,2.49,99.0,88.6,84.48,High
2022,Australia,3,Healthcare,Medium,774,2.69,99.0,83.3,55.88,High
2020,China,2,Gaming,Large,33217,1.94,70.9,70.4,77.67,High
2020,Morocco,1,Technology,Medium,472,0.94,71.2,62.4,20.9,Low
2024,Israel,3,Gaming,Medium,360,2.45,97.4,92.8,97.0,High
2023,Nigeria,1,Manufacturing,Small,8,0.98,65.9,51.2,35.43,Medium
2020,Canada,3,Financial Services,Small,27,2.46,99.0,95.5,32.9,Medium
2019,Japan,3,Healthcare,Small,40,2.36,97.8,96.2,27.51,Low
2019,Canada,3,Education,Small,48,3.07,94.3,88.5,12.98,Low
2020,Sweden,3,Automotive,Small,8,2.96,99.0,86.2,27.61,Low
2019,Sweden,3,Manufacturing,Medium,307,2.45,99.0,100.0,44.08,Medium
2025,Netherlands,3,Legal,Small,81,1.81,99.0,100.0,67.46,High
2024,Israel,3,Manufacturing,Medium,141,3.24,97.3,93.2,95.77,High
